orig_result,0_loss_pro,0_loss_neg,0_win_pro,0_win_neg,0_draw_pro,0_draw_neg,0_area_score,1_loss_pro,1_loss_neg,1_win_pro,1_win_neg,1_draw_pro,1_draw_neg,1_area_score,2_loss_pro,2_loss_neg,2_win_pro,2_win_neg,2_draw_pro,2_draw_neg,2_area_score,3_loss_pro,3_loss_neg,3_win_pro,3_win_neg,3_draw_pro,3_draw_neg,3_area_score,4_loss_pro,4_loss_neg,4_win_pro,4_win_neg,4_draw_pro,4_draw_neg,4_area_score,5_loss_pro,5_loss_neg,5_win_pro,5_win_neg,5_draw_pro,5_draw_neg,5_area_score
0.0,65836,0,2199,65821,23,17445,-40,49984,0,2199,53384,51,16359,-27,51200,0,2199,53384,51,16656,-24,36855,0,2199,40245,51,15306,-34,37063,0,885,40245,51,14754,-25,28460,0,885,29720,51,11907,-25
0.0,10729,5385,2039,12314,278,7143,-11,7457,6249,2039,8461,278,8778,-8,5224,3051,2039,10637,278,5688,-11,4633,4984,2622,7857,278,7880,-8,5607,3817,2622,7857,302,7880,-8,4633,5158,1468,6932,302,7278,-8
1.0,3723,19900,16021,7809,336,5368,8,996,19900,13609,3361,336,5368,9,996,13389,11392,3361,336,3289,9,996,14212,13458,3361,407,3289,10,996,11094,11309,3361,407,3289,9,996,12955,11475,1617,361,4886,9
0.0,19281,2000,0,17007,10,5759,-15,14865,3832,0,11849,10,5071,-8,15894,3149,0,11849,10,4586,-12,11294,5206,0,7058,67,5071,-5,10114,2545,0,12874,67,4586,-15,8075,3807,0,7058,67,5071,-7
0.0,14684,1575,3044,6069,377,6080,-5,10455,1575,5099,6069,405,6080,-5,8336,929,3044,4311,401,6546,-5,6340,929,3044,3345,401,6546,-2,6340,929,3044,3345,413,6546,-2,4456,929,3044,1663,396,6546,0
1.0,839,68399,54735,0,24,22570,22,0,69029,58996,0,24,23429,23,0,65673,48914,920,24,18161,22,0,66653,51245,0,24,20777,23,0,53688,41688,0,24,19162,22,0,54708,44032,0,24,19834,23
1.0,3487,7757,9886,1864,43,8571,3,3487,7757,10916,1864,102,9942,3,3487,5470,7218,1864,102,9114,0,4268,6455,7218,889,102,9917,1,5042,4134,5773,1864,104,7852,-4,4342,4134,6665,889,115,7852,-4
1.0,0,6080,8724,529,118,10561,14,0,6080,10871,529,159,11211,14,0,5024,9974,529,168,11211,14,0,3935,11571,529,257,12089,14,0,3935,10704,529,265,11038,14,0,3935,12160,529,265,10324,14
1.0,6197,18132,12282,6017,456,4632,-10,3132,18132,12970,2751,461,5262,-10,4115,14813,10520,2751,483,6011,-10,3139,14156,11607,882,483,6696,-10,3139,12187,9475,882,483,6696,-11,1830,12187,10437,882,483,7410,-11
1.0,0,13554,15097,0,106,11723,15,0,15315,18203,0,184,11723,15,0,13059,15112,0,193,11723,15,0,11756,17740,0,184,12758,15,0,10080,15010,0,193,11968,14,0,10531,17196,0,185,12354,22
1.0,0,41453,42978,1734,105,11943,26,0,40498,44925,1734,105,12834,26,0,37901,36483,1734,105,10963,25,0,36946,38430,1734,105,11854,25,0,32271,30463,1734,105,11854,24,0,32271,31604,1734,171,12466,24
0.0,15365,0,1780,16596,175,6687,-33,11291,0,1780,13812,175,6687,-29,12808,0,1780,15803,177,7379,-39,9223,0,1780,14234,177,5561,-39,10107,0,1780,10294,175,7444,-40,6690,0,1780,9501,213,7444,-46
1.0,4627,22072,13653,4839,405,7437,6,4627,18302,13653,3843,421,8283,6,5431,19035,11750,4839,470,7889,5,5431,15265,11750,3843,486,8735,5,3681,11613,9107,3843,334,7232,11,1526,11613,9107,2958,334,6332,11
1.0,1126,73042,56550,0,36,26358,51,1126,74881,60964,0,36,27561,51,1126,57046,51497,0,36,22094,36,0,60443,55814,0,36,22094,40,0,52824,46978,0,36,19032,39,0,54619,50376,0,36,19698,39
1.0,910,27991,28549,2683,199,7855,17,0,27991,30677,2683,251,7855,17,0,23840,23217,2683,349,6277,17,0,23840,24244,2683,664,6277,17,0,19640,19076,2683,723,5585,8,0,19640,19817,2683,723,5585,9
0.0,18372,2024,1076,15666,73,7382,-20,13126,2024,1076,11756,73,5349,-20,13731,2024,2163,14447,73,7405,-16,8285,1001,4298,11022,73,7928,-16,9092,1001,2163,10502,73,6770,-9,5693,1001,4298,7919,147,5895,-16
1.0,0,11152,13235,1765,108,8366,19,0,11152,14341,830,108,8366,19,0,10306,10413,830,108,7604,19,599,10306,11835,830,110,8405,19,0,11521,9516,830,155,6092,16,0,11521,10575,830,155,6092,19
1.0,0,21956,30697,0,53,18720,26,0,23698,32908,0,53,20290,26,0,15971,26960,0,53,19420,23,0,16757,28703,0,53,20216,23,1077,14130,23212,0,53,19277,22,1077,15486,24766,0,75,18432,22
1.0,9870,1618,5354,0,25,14405,-12,5946,1618,5354,0,25,13519,-12,7296,1618,4361,0,147,14108,-12,5946,1535,6502,0,153,13519,-12,5946,1535,5300,0,180,11898,-12,5637,758,6502,0,176,13519,-12
0.0,54064,0,1900,54417,85,16468,-29,42480,0,1900,45653,85,13996,-29,46174,0,1900,41875,85,15086,-21,35527,0,1900,41547,85,11908,-21,37496,0,1900,43164,85,11908,-22,29383,0,1900,31786,85,11079,-21
1.0,1951,60907,49504,4437,18,24599,35,1951,63738,51626,1473,18,24599,35,1951,56863,39183,1473,18,23318,17,1951,56941,42721,1473,18,25346,35,963,49289,32312,0,18,21881,17,963,49289,35268,0,18,21599,17
1.0,2804,9986,8038,1548,21,4518,12,1748,9986,11012,1548,21,6125,12,2804,7000,8117,804,21,5280,12,1748,7000,11091,804,21,6887,12,1748,5420,8019,804,24,6887,9,0,5420,10214,804,24,6887,10
1.0,804,3877,12533,966,17,6079,9,804,4648,14297,0,17,7726,9,804,4648,11065,0,17,4893,4,804,4648,12206,0,28,4893,5,804,2617,10151,0,63,4893,5,804,2617,11117,0,65,5716,5
0.0,4210,5703,10293,4937,436,2302,0,1210,7954,10293,1971,436,4763,1,1210,7111,6866,1971,459,2101,1,1210,7111,7151,864,459,2101,1,1210,7892,5231,864,462,2682,1,1210,5764,6664,864,459,2101,-9
1.0,2788,24914,14879,965,204,9231,11,1898,25730,18262,965,204,10986,14,3447,21773,14561,965,228,7765,10,2557,22589,17944,965,228,9520,13,1549,19163,14210,965,228,7109,11,659,17973,16359,965,367,8680,11
1.0,785,48781,51637,0,25,19252,32,785,51340,54449,0,25,20406,32,785,39702,44866,0,25,18551,32,785,39702,47950,0,77,20101,32,785,36547,39462,0,81,17556,28,0,37412,41740,0,77,20920,26
0.0,5381,1030,5886,14591,180,2380,-22,2661,1030,5886,12806,180,2380,-22,3373,1030,3787,10787,233,4406,-22,847,1311,4765,8898,211,3738,-19,847,647,4765,7806,211,2937,-20,847,647,4765,3794,211,2937,-20
1.0,4042,5581,9662,1572,388,4801,-15,2894,5581,10648,1572,388,4801,-15,4042,3859,8008,699,395,4801,1,2894,3859,8994,699,395,4801,1,3116,1664,6813,0,395,4000,5,1077,4177,8290,699,403,4058,4
1.0,1942,43013,43149,0,32,13453,20,780,43952,47240,0,32,13453,20,780,33448,38138,0,32,12038,16,780,34475,41495,0,32,12038,16,780,30519,35254,0,32,12038,16,780,31546,38611,0,32,12754,16
1.0,0,29760,32396,1630,53,12870,18,0,30685,35334,1630,91,12012,19,0,24802,28043,1630,141,10420,19,0,28055,29998,800,175,9445,20,0,21068,23771,910,282,13285,15,0,23507,24908,0,320,7604,18
1.0,7028,4040,1726,4743,43,13972,-3,5920,4040,2509,4743,49,14688,-3,6198,2598,1726,3774,43,13785,2,4511,2189,2509,3774,124,13740,2,4511,1638,1726,3115,120,14550,2,3415,2279,2777,1539,45,14874,-1
1.0,0,71000,64110,0,64,29210,47,0,74264,70583,0,64,28567,47,0,54300,57427,0,64,24573,35,0,55449,60905,0,64,24573,42,0,44828,49813,0,64,19159,34,0,51552,53052,0,206,26459,48
1.0,8865,17645,6389,6157,206,6077,7,7006,16539,7510,3838,212,6077,8,7006,14519,4459,3838,212,6077,5,3643,14519,5220,2884,212,6800,5,3643,13822,4035,2884,228,7346,1,3643,14619,5274,2884,228,7346,2
1.0,1997,8923,8053,0,124,5594,2,1997,8923,9225,0,124,5594,5,2983,7625,8090,0,124,6305,2,1997,8810,9094,0,124,7126,5,1997,7050,9094,913,124,7126,0,1997,7940,10043,913,125,8094,0
1.0,2424,15792,19242,0,456,8452,18,2424,15792,20985,0,456,8452,22,2424,10870,19038,0,468,8452,22,2424,14087,20191,0,457,7665,16,2424,9165,18244,0,469,7665,16,1515,12898,19096,0,508,8417,9
2.0,6014,12175,12400,9062,451,5852,-3,6014,12821,13140,5849,451,5852,-3,7070,9378,10817,5849,451,5987,-3,6176,8732,10961,2925,558,5560,6,6176,7867,8729,2925,558,6165,6,4060,7867,10488,2925,570,6165,6
0.0,33239,0,805,30836,23,14524,-27,25830,0,805,24230,23,13812,-26,27630,0,805,26922,133,14379,-27,19916,0,805,19518,133,10661,-26,21622,0,805,19518,133,12182,-31,15571,0,805,15169,133,11470,-30
1.0,1096,11159,10109,2616,81,9297,12,0,11159,11471,1692,81,10191,13,0,10451,8003,1692,81,10191,13,0,10075,8880,672,81,10868,13,1096,9058,6507,672,81,10668,10,1096,9058,7416,672,81,9475,10
1.0,7971,10384,12257,4048,32,5147,-5,7971,9446,13562,2656,32,6079,-5,7971,8731,9897,2656,148,6079,-6,4675,8731,9897,744,174,8110,-6,4675,6957,7598,744,174,8110,-6,6101,8461,7762,0,40,8173,3
1.0,0,27292,27777,969,104,9372,15,1195,28960,29572,969,104,9372,15,1195,26171,24316,969,104,9372,10,1195,27064,25330,969,104,9372,10,1195,24346,21312,969,114,9372,9,1195,24346,22161,969,114,9372,9
0.0,20958,3437,3847,15922,1561,6055,-9,17703,3437,3847,14139,1456,6055,-8,16812,2257,2535,13402,1583,6747,0,13332,2780,3847,12233,1478,6055,-8,12271,1600,3847,11357,1490,7484,-12,10530,1600,3847,10560,1490,6698,-17
1.0,4477,16938,11713,7655,702,5900,-1,4477,16938,11713,3823,702,5900,-1,3270,14853,8695,2849,201,6475,-11,3270,14853,9857,2849,258,6475,-10,3270,12406,7912,2849,258,5916,-11,3270,12406,8946,2849,258,5916,-10
0.0,34803,0,800,35421,6,10536,-32,23966,0,800,29040,6,11604,-32,25042,0,800,29859,6,10884,-32,14965,0,800,23622,6,10884,-28,15968,0,800,23622,6,12062,-28,11793,0,800,19378,14,12392,-32
1.0,6480,17445,10820,1808,42,2804,8,6480,17445,12869,1808,67,2804,10,7378,12496,9463,1808,67,1878,13,6199,11415,11505,1808,67,1252,13,4010,9182,9141,1808,250,1168,13,4010,9182,11448,1808,293,1939,14
1.0,3186,14166,15594,701,52,7574,5,1231,14166,16623,0,52,8377,5,1955,11530,13383,701,250,8128,1,1955,11530,14418,701,256,8106,1,0,10608,11858,0,209,7921,-5,0,10608,12861,0,226,7921,-4
1.0,0,28090,30613,683,31,12816,6,0,30443,34094,683,31,14130,6,0,24636,26920,683,31,13702,6,0,24636,27814,0,31,13702,6,0,22553,22595,0,35,11749,5,0,23092,24105,0,31,11405,4
0.0,55590,605,1219,64683,8,14454,-40,44993,605,1219,58106,8,14454,-40,47669,605,0,58106,8,14454,-40,36589,0,1219,44475,12,12336,-38,38605,0,1219,45507,12,12336,-38,29277,0,1219,42137,113,12959,-36
0.0,24870,1427,3657,27681,34,4291,-19,16357,1427,4609,17452,34,4291,-14,19470,2387,3657,22305,34,6321,-18,9963,2387,3804,14526,47,5746,-19,9963,763,2815,14508,96,4876,-19,4287,763,3620,9283,83,3699,-14
1.0,2846,7885,10892,8774,75,3515,-7,2846,7885,15147,7698,75,3515,-7,2846,7060,10841,7698,75,4700,-11,806,7012,11352,5047,75,5104,-11,2846,5713,8657,5460,75,3245,-11,806,5713,8657,2809,75,3930,-11
1.0,0,29736,24600,3280,135,6383,11,0,31245,25914,3280,152,7757,11,0,18962,19740,3280,135,6728,-5,0,18962,20747,3280,258,6728,-5,0,20509,16646,3306,161,7212,-3,0,14559,19122,3280,135,6728,16
0.0,10335,3272,2272,8310,49,4310,-9,7048,3272,2272,6437,49,3508,-9,5947,976,1124,7418,76,3622,-13,2660,976,1124,5545,76,2820,-13,3552,976,1124,5545,76,2789,-13,1827,976,1124,3621,76,3530,-13
1.0,0,33808,37088,0,237,13868,17,0,35341,38304,0,237,13300,17,0,28452,31762,0,237,11393,17,0,27614,33020,0,237,11393,14,0,24947,28454,0,237,9683,14,0,23780,28454,0,246,10303,14
0.0,20945,7628,3824,27063,605,1535,-9,14746,6931,3824,21732,155,1184,-9,12954,6282,4793,11663,605,2413,-10,12004,7505,3100,10061,834,2413,-9,8864,4099,4793,8683,605,2413,-6,6749,4156,2937,9782,615,3107,-5
0.0,34131,0,723,27239,203,4500,-23,26534,977,723,14857,221,3088,-13,25936,0,723,22049,227,3788,-20,19133,0,723,12302,255,2376,-9,19133,0,723,10900,255,2376,-6,14454,0,723,10115,255,2981,-8
0.0,24623,2283,832,22768,19,10105,-14,16028,2283,832,12885,19,9108,-14,16295,2067,832,16729,19,10410,-7,9466,2067,832,13753,19,9827,-6,9466,1004,832,11743,19,9995,-14,5687,1004,832,8168,19,9195,-13
1.0,4752,17843,13783,5565,62,3004,-9,3662,17155,13556,2785,62,3671,-3,3662,11880,7886,2785,62,2164,-3,3662,11880,8920,2785,187,1426,-2,3662,8589,6713,2785,187,2548,-2,3662,8392,6788,1921,187,2133,-2
0.0,36338,673,3180,35025,148,16843,-27,25969,673,3180,27555,148,15992,-27,27786,673,3180,27555,164,15799,-27,19969,673,1157,29474,148,13599,-21,20861,673,1157,30648,148,14201,-22,14093,0,1222,16994,183,13625,-23
1.0,786,123918,95916,0,0,32192,52,786,127295,102579,0,0,33719,52,786,107950,88228,0,0,28288,51,786,111963,94250,0,0,32782,51,786,103921,82129,0,0,29275,51,786,100005,88055,0,0,28978,46
1.0,2610,15674,20495,2495,101,9265,5,1061,17558,22356,2495,101,10016,5,0,14996,18865,2495,106,8528,-3,0,14996,19834,1779,106,8528,-2,1061,14689,16894,1779,101,9229,3,1061,14689,17956,1779,103,8424,3
1.0,1216,4947,4148,3258,224,11989,-4,1216,4947,5109,2333,224,12112,-4,1216,3820,3795,2333,224,12112,1,1216,4584,3795,800,224,11851,1,1216,3435,2647,800,224,12848,1,1216,3435,3370,800,224,12848,1
1.0,0,39513,31495,0,161,8923,29,0,41446,35329,0,161,9952,30,0,34983,25934,0,161,8923,25,0,33041,29339,0,220,9273,26,0,25330,23050,0,220,7870,21,0,25330,25002,0,220,9244,21
1.0,3871,7991,14924,7981,454,4330,0,1609,8855,14924,5269,454,4330,0,1609,7998,10489,5269,510,5015,0,1609,7998,11413,3587,510,4330,0,1609,7134,8838,3587,510,4330,0,1609,5953,10354,3587,559,4330,9
0.0,41466,0,909,53629,60,15059,-25,31141,0,909,44294,60,13930,-24,31877,824,909,40025,62,12628,-22,21924,824,1600,31139,129,12467,-22,23746,824,0,31559,84,11174,-21,15869,824,0,26320,136,11174,-15
0.0,5486,3032,6028,7021,350,4704,-13,2264,3032,7194,5415,395,4704,-13,2264,1089,5194,5415,395,4704,-14,1543,1089,8103,4663,425,4402,-7,1543,1089,6103,4663,425,4402,3,1543,0,7104,1924,456,4402,-6
1.0,922,18636,14772,0,123,10333,15,922,18636,16062,0,123,10333,15,922,15464,12872,0,123,8628,15,922,15464,14092,0,123,8628,16,922,14473,11260,0,123,9174,16,922,12812,11755,0,123,8628,16
1.0,4715,5580,6440,719,134,5782,-10,4715,5580,7272,0,151,5782,-8,3731,5580,6462,719,149,5502,-11,3731,5580,7601,719,149,5502,-10,4715,5580,5667,0,155,4779,-8,3731,6462,6712,0,151,5059,-8
1.0,0,35797,29158,972,29,17436,33,0,37713,33946,972,29,18873,33,0,27482,27256,972,29,16999,33,0,34920,29759,0,41,21253,34,0,21408,25404,0,41,19379,34,0,22092,28098,0,41,19379,36
1.0,8514,8899,5698,5720,79,4109,-5,8514,6816,5698,3469,79,4109,-5,3699,9834,5948,6178,96,4497,-5,5010,5860,5948,2472,96,4222,-8,3981,3865,4026,2472,96,4222,-9,3699,2824,5948,1512,96,4222,-9
0.0,45928,647,1936,62309,32,19685,-48,33318,647,1936,44341,32,18679,-30,35876,0,1936,55333,32,20398,-31,24756,0,1936,44797,32,19710,-31,26130,647,1936,34054,32,18949,-32,19520,647,885,29299,35,17682,-31
1.0,10106,13076,13822,3103,27,5287,-1,7754,13076,14725,2354,27,5287,-1,7754,10654,10371,2354,27,5287,-6,6702,9665,12022,1441,27,5287,-6,8450,7067,10412,2190,27,5287,-10,6098,7067,11315,1441,27,6166,-10
1.0,2180,22471,22893,764,244,7015,10,992,21399,25142,764,244,6203,10,1722,16468,17555,764,244,6203,10,0,17922,19368,764,343,7670,-3,730,12991,14205,764,343,7670,-3,0,14506,15237,764,244,6151,-4
1.0,1154,6160,15960,799,22,9515,20,1154,7156,17715,799,22,9515,20,1154,5257,14780,799,22,8908,15,1154,6253,16535,799,22,8908,15,1154,4102,14056,799,22,8908,15,1154,5257,15360,799,74,7304,15
1.0,2455,38045,27085,2210,4,12350,3,2455,39601,30513,2210,4,13505,3,2455,27290,22807,2210,4,11938,2,1192,28300,26035,2210,4,13605,2,2455,23874,21132,2210,210,11912,7,0,24557,23700,2210,210,11912,7
1.0,2221,21003,18535,1484,654,11667,7,2221,21003,20822,1484,654,11667,7,2221,18254,16733,1484,654,11438,3,2221,17286,17593,618,654,11981,8,1470,13720,14653,618,654,9017,8,1470,11790,15641,618,654,9017,14
1.0,1992,38381,38298,0,160,20043,29,1207,39444,41651,0,35,22443,30,0,32138,30614,0,35,19514,23,0,34157,33631,0,35,21183,23,0,29827,26802,0,35,17681,23,0,29077,29189,0,66,19588,25
1.0,3428,6117,3142,4197,176,3207,13,3428,7311,3142,0,176,3836,14,3428,7311,3142,1497,176,4411,17,3428,7311,4651,1497,235,4411,17,3428,5075,2727,1497,176,3651,18,3428,5075,4236,1497,235,3651,18
1.0,1494,7318,6684,1472,307,5261,10,1494,7318,6684,0,309,6153,10,0,7318,3623,0,309,6153,10,0,7318,4774,0,309,6153,10,0,6505,3623,0,309,4044,12,0,6505,4573,0,327,4044,12
1.0,1859,26056,23902,1129,130,13809,13,925,27243,25014,0,130,14964,13,925,18276,17656,0,130,11549,13,1859,18624,20609,0,130,9152,21,925,15603,16359,0,154,10307,18,925,14476,18021,0,154,10307,19
0.0,82505,0,1151,74300,37,28321,-56,70568,0,1151,62218,37,22978,-52,70521,0,0,64304,37,27880,-54,59881,0,1151,62525,40,28057,-52,61799,0,0,61714,41,29461,-54,51099,0,1151,55548,40,27462,-56
1.0,5947,21156,26052,5991,285,7680,-1,2159,22640,28647,3290,285,8349,-1,2968,14759,20978,3290,285,7194,-1,3055,22640,22429,2541,285,7542,-1,3055,21524,17970,3734,285,7542,-2,3055,22516,17970,1656,514,7542,-1
1.0,3719,26422,34262,4110,252,5282,17,3719,29044,36386,2552,252,5282,17,2025,22480,30369,2525,252,4459,17,2025,25102,32493,1824,252,4459,17,2025,24229,27910,1824,294,4459,16,780,21928,28999,1824,294,5140,16
0.0,12876,0,2768,15662,34,6822,-22,7170,0,2768,13099,34,5924,-22,7170,0,2768,13099,34,6681,-22,4571,0,2768,11266,35,6681,-22,4571,0,2768,9976,34,7303,-26,3541,0,2768,8652,39,7868,-26
1.0,4184,2685,2887,2661,426,7981,-7,2671,2685,3863,2661,426,6564,-6,2671,1792,3863,3173,426,6564,-6,3458,1687,3724,1402,522,6144,7,2671,1792,3863,2749,494,5242,-9,2671,794,4700,1914,522,4727,8
2.0,3730,4111,9369,4922,347,5173,-11,2653,5040,10060,3196,347,6973,-11,2653,3196,8152,3196,450,6670,-11,2653,3554,9101,1503,468,6386,-11,2653,3554,7358,793,503,7178,-8,2653,3196,8804,1503,559,9041,-3
0.0,37347,1940,0,43521,218,11084,-24,24518,1940,0,28934,218,8038,-20,25795,949,0,30158,222,8038,-21,15180,0,0,20123,218,8038,-24,15180,0,0,20123,218,8038,-24,9092,0,0,14711,218,7067,-20
0.0,11274,1609,3614,15197,502,2478,-5,7731,1609,3614,14228,531,3271,-4,7484,3392,2698,14225,502,2478,-6,2670,2368,2778,12148,531,3271,5,3620,2368,1862,10129,531,3271,5,2644,3915,2778,10196,533,3271,5
0.0,21339,2239,781,16534,132,18888,-34,16498,2239,781,15990,138,18888,-30,17414,1197,781,17800,132,19092,-29,12573,1197,781,17256,138,19092,-25,13300,646,781,15517,260,20667,-30,9521,646,781,9924,260,19154,-27
0.0,11367,5000,4129,15555,373,6618,-7,7565,5000,4129,12646,373,6848,-7,7166,2611,4129,9792,415,6393,-6,4333,2611,4129,6883,415,6623,-6,5482,2611,4129,10483,466,6884,-9,3311,1844,4129,5508,373,5764,-10
0.0,69285,959,885,61125,20,15414,-41,56146,959,885,48543,20,14493,-40,56641,959,1781,52651,20,10386,-43,42435,959,1781,43157,20,9500,-42,44607,959,885,44730,20,11343,-43,32393,0,885,34272,20,12725,-40
1.0,856,40456,41856,0,24,16687,22,0,39748,46358,0,24,16687,22,0,34603,39348,0,33,15570,22,0,37362,42125,0,33,16410,22,0,28808,35330,0,33,14596,21,0,30382,37674,0,33,15150,26
1.0,0,50127,40747,0,187,12055,24,0,51488,43338,0,187,13471,24,0,42577,33898,0,211,11725,16,0,43539,36155,0,236,12528,16,0,35852,27616,0,265,10767,17,0,37472,30005,0,265,11658,17
0.0,24414,3736,8607,36351,16,2830,-8,14015,3736,7391,23809,16,1660,-8,15555,3736,9968,26610,16,2830,2,6363,2705,7662,16545,16,2581,-1,7517,2705,7662,15676,16,2581,2,2284,2705,7662,14076,16,3182,3
1.0,0,44326,39324,0,49,16753,29,0,45877,42084,0,49,17554,29,0,35243,34605,0,49,14017,22,0,37837,37277,0,49,14686,23,0,32778,30283,0,49,12271,18,0,28462,32952,0,53,13658,21
1.0,3585,14480,15472,0,259,9955,13,3585,14480,17043,0,259,9955,13,3585,13845,14112,0,259,9297,16,3585,14029,15628,0,320,11089,13,3585,8165,13155,0,320,10198,13,3585,14588,14699,0,283,9104,16
1.0,1408,29350,23242,478,52,9040,16,1408,30540,25534,0,90,9739,19,1408,26403,21269,478,52,7888,16,1408,26592,22404,0,90,10333,19,1408,20408,18029,0,90,10830,11,1408,23970,19406,0,90,8074,16
2.0,5973,7630,9271,7089,89,6706,-15,5973,7630,9271,2603,89,6706,-15,6800,5749,7426,3129,89,6706,-15,5733,5749,8545,2138,172,7529,-15,5733,3589,5065,2138,183,7529,-9,6639,2623,8217,2138,174,7529,-16
0.0,19465,8147,3487,17987,63,2739,4,13367,8147,2663,12940,63,2739,7,13367,6179,2663,12940,63,2739,7,10057,6979,2663,9897,63,2739,8,8873,4338,1447,9387,63,2739,7,5173,4485,1447,7496,63,3462,4
2.0,10655,8857,7289,9667,421,2014,4,8393,8857,7289,7211,447,2635,7,8393,7832,7289,8218,512,2635,7,7290,6819,6420,5505,348,2445,4,7633,6920,7289,7401,390,2635,3,7290,5907,7479,5505,787,2445,3
1.0,7557,11878,10670,1848,66,4279,4,6063,11878,13140,1848,66,5684,8,6063,10531,9842,1848,66,6272,-3,4883,9426,10891,772,66,5753,4,4883,7602,7703,772,66,5753,-7,3793,8553,10086,772,66,5743,-7
0.0,15882,2100,5266,18003,48,4983,-19,13311,2100,5266,11547,48,4983,-19,13311,2100,5266,11547,48,4983,-19,10371,2100,5266,9614,48,4366,-19,10371,1081,5266,9614,140,3538,-21,8155,1081,5266,5688,140,3538,-24
0.0,11711,4741,4739,11442,241,886,-13,8643,4741,4739,8363,241,1357,-13,7133,2587,2464,9374,241,2290,-10,5377,2587,1248,5539,342,2761,-10,6244,2587,2464,7402,241,2761,-10,5210,2587,1248,5539,342,2761,-7
1.0,785,39771,44848,0,6,21021,37,785,40562,47539,0,6,21021,37,785,36715,39107,0,29,19342,37,785,32682,41571,0,6,19303,33,785,30290,34774,0,21,18368,26,785,30290,37680,0,21,18368,27
1.0,5499,1635,3933,2951,350,5763,0,3853,1635,3933,2951,80,4905,0,3704,1842,3933,2951,364,5860,52,3853,838,3933,0,219,4905,0,3853,838,3933,807,249,4905,-5,2876,838,4425,807,276,4185,-5
1.0,1758,60235,70049,0,130,24545,29,1758,64326,75449,0,130,27707,31,1758,49606,63331,0,130,25826,30,833,49606,66792,0,130,26717,33,0,40658,54881,0,130,25160,33,0,41424,57304,0,130,26051,33
1.0,0,45639,35487,0,128,11425,20,0,45639,38549,0,128,11425,20,0,41121,31954,0,112,10726,19,0,41121,35016,0,112,10726,19,0,40272,28300,0,112,10896,19,0,40272,31362,0,112,10896,19
1.0,8543,10581,7241,2375,75,5668,2,6624,12554,8555,1621,79,5668,2,7488,9806,6459,1621,135,4798,2,6624,12554,8199,1621,79,6430,2,8543,7855,7688,2375,80,5845,-6,5445,11375,7200,588,79,4883,-5
1.0,889,49379,44289,1638,365,18732,29,889,49379,45316,0,367,18732,29,889,43325,37510,1638,365,17042,29,889,43325,38537,0,367,17042,29,889,37754,32486,920,391,14797,21,0,38546,33545,0,391,15569,21
0.0,6311,3178,4221,13735,128,10200,-21,5086,3178,4221,9188,145,9469,-21,5837,1925,4221,9188,145,9003,-21,5223,3178,4221,9321,133,7003,-15,4999,3178,1658,13530,155,9382,-22,3183,3178,2638,10811,163,10300,-16
0.0,51260,0,885,53374,45,13394,-39,38149,0,885,43601,54,13394,-29,40035,0,885,48293,49,14096,-39,27074,0,885,40148,58,12691,-29,28700,0,885,40148,71,12691,-36,21217,0,885,36388,58,13337,-29
1.0,5378,26950,24731,391,88,11880,10,4517,27800,28970,391,88,11880,12,4517,17605,19182,391,88,9668,8,3737,18235,20933,391,88,9668,9,3737,16317,16014,391,88,9421,9,3737,16317,16990,0,121,10966,12
0.0,68763,0,2122,75693,90,22219,-62,56458,0,2122,67540,90,21735,-58,58862,0,2122,65362,174,22581,-47,46846,1078,2122,54082,175,15791,-45,48818,1078,2122,51707,187,20463,-45,37917,1078,2122,46113,187,18225,-44
0.0,7614,3625,6435,12781,344,7088,-30,5655,4628,6435,9042,347,6327,-30,5655,2495,6435,7432,347,6327,-31,3447,2495,6435,7432,357,6327,-26,4401,2495,5376,7432,357,7821,-27,3952,2709,6435,4430,347,4663,-31
2.0,6648,11061,3527,3730,74,1494,-11,6648,11061,4817,1948,74,2188,-3,6648,9090,2108,1948,74,2188,-4,6648,10199,4310,1743,74,2188,-3,6648,8228,3020,1743,74,2188,-4,6374,7359,3241,0,84,3012,-3
2.0,6846,6953,8673,13770,1150,5179,-18,4281,6953,8673,9501,1150,4168,-18,5007,5531,5229,9501,1150,4801,-21,4281,5026,10496,8315,1160,4095,-15,4281,5026,8066,8315,1160,5705,-15,4281,2932,11428,6683,1207,4095,-15
1.0,4202,13596,8364,3398,369,4049,0,2476,14179,8043,526,369,5426,1,2476,12168,6823,526,379,5426,0,2476,11067,7056,526,405,4112,-5,2476,11067,6255,526,405,4112,-5,1679,12168,6529,526,428,5511,-5
0.0,18257,4940,4715,20702,469,7204,-10,12619,6452,4715,13825,474,5763,-10,9143,1675,3057,13639,479,6946,-10,5436,4466,3677,8889,485,5488,-10,5436,3187,2019,8889,485,5488,-10,3476,4883,2019,7553,485,5488,0
0.0,28485,2649,1141,25871,3,17433,-27,21936,2649,1141,22019,3,12951,-27,23545,2801,1141,21632,3,17768,-27,17210,2801,1770,19981,12,15734,-27,19344,2801,1770,19121,12,15909,-27,14720,2897,629,12775,12,15136,-23
1.0,2977,30200,31082,2670,124,10122,22,2977,31034,33555,1541,124,10791,22,2977,28714,26226,711,124,10239,12,2977,27636,28548,711,124,10801,18,3931,26844,23113,711,124,10087,9,3931,26844,24352,711,124,11656,9
